"horas_do_dia","transacoes","classificador"
11.0,39.29,0
11.0,85.50,0
11.0,205.50,0
11.0,1131.81,0
11.0,15.93,0
11.0,236.19,0
11.0,69.95,0
11.0,82.92,0
11.0,6.90,0
11.0,364.19,1
11.0,149.53,0
11.0,86.13,0
11.0,5.69,0
11.0,31.43,0
11.0,55.97,0
11.0,16.68,0
11.0,38.21,0
11.0,64.87,0
11.0,41.77,0
11.0,19.55,0
11.0,55.70,0
11.0,85.86,0
11.0,174.99,0
11.0,150.50,0
11.0,108.14,0
11.0,120.92,0
11.0,80.55,0
11.0,249.90,0
11.0,85.70,0
11.0,201.14,0
11.0,387.79,0
11.0,171.03,0
11.0,47.25,0
11.0,71.99,0
11.0,1.00,0
11.0,463.10,0
11.0,62.17,0
11.0,9.48,0
11.0,696.78,0
11.0,26.62,0
11.0,8.50,0
11.0,5.65,0
11.0,9.12,0
11.0,832.00,0
11.0,54.35,0
11.0,17.86,0
11.0,35.09,0
11.0,79.50,0
11.0,28.27,0
11.0,45.85,0
11.0,3.79,1
11.0,2843.00,0
11.0,56.92,0
11.0,6.08,0
11.0,85.71,0
11.0,77.15,0
11.0,155.10,0
11.0,47.92,0
11.0,12910.93,0
11.0,166.20,0
11.0,2.18,0
11.0,79.53,0
11.0,157.91,0
11.0,8.31,0
11.0,2.49,0
11.0,19.84,0
11.0,2.07,0
11.0,9.19,0
11.0,806.16,0
11.0,55.06,0
11.0,7.04,0
11.0,136.65,0
11.0,305.05,0
11.0,41.80,0
11.0,519.90,0
11.0,33.70,0
11.0,6.05,0
11.0,28.08,0
11.0,184.00,0
11.0,2467.72,0
11.0,152.46,0
11.0,272.78,0
11.0,22.80,0
11.0,37.39,0
11.0,2.29,0
11.0,68.24,0
11.0,3.56,0
11.0,22.82,0
11.0,25.54,0
11.0,146.86,0
11.0,158.76,0
11.0,167.48,0
11.0,39.14,0
11.0,53.27,0
11.0,7.49,0
11.0,28.80,0
11.0,96.70,0
11.0,93.00,0
11.0,120.50,0
11.0,210.75,0
11.0,1088.52,0
11.0,198.15,0
11.0,55.63,0
11.0,16.26,0
11.0,81.80,0
11.0,14.69,0
11.0,87.78,0
11.0,22.98,0
11.0,38.00,0
11.0,795.87,0
11.0,26.47,0
11.0,568.00,0
11.0,14.00,0
11.0,1025.30,0
11.0,659.00,0
11.0,19.46,0
11.0,65.62,0
11.0,3.30,0
11.0,380.19,0
11.0,704.73,0
11.0,395.85,0
11.0,120.58,0
11.0,745.56,0
11.0,7.18,0
11.0,6.67,0
11.0,261.08,0
11.0,64.61,0
11.0,237.59,0
11.0,99.50,0
11.0,102.90,0
11.0,32.87,0
11.0,79.49,0
11.0,90.98,0
11.0,122.00,0
11.0,60.75,0
11.0,16.60,0
11.0,105.27,0
11.0,1.79,0
11.0,24.54,0
11.0,259.00,0
11.0,245.08,0
11.0,41.90,0
11.0,653.56,0
11.0,4.87,0
11.0,71.55,0
11.0,11.50,0
11.0,412.54,0
11.0,4.73,0
11.0,109.80,0
11.0,33.99,0
11.0,3.91,0
11.0,15.60,0
11.0,436.00,0
11.0,98.99,0
11.0,559.12,0
11.0,39.02,0
11.0,45.46,0
11.0,448.55,0
11.0,147.01,0
11.0,285.41,0
11.0,107.69,0
11.0,21.48,0
11.0,136.20,0
11.0,4.29,0
11.0,12.06,0
11.0,2.11,0
11.0,379.00,0
11.0,48.99,0
11.0,39.40,0
11.0,98.10,0
11.0,1810.00,0
11.0,7.17,0
11.0,72.52,0
11.0,27.30,0
11.0,116.82,0
11.0,58.95,0
11.0,133.92,0
11.0,32.40,0
11.0,511.60,0
11.0,11.32,0
11.0,292.00,0
11.0,69.80,0
11.0,41.83,0
11.0,519.14,0
11.0,326.42,0
11.0,97.12,0
11.0,1826.74,0
11.0,87.20,0
11.0,13.58,0
11.0,3.28,0
11.0,53.76,0
11.0,119.32,0
11.0,219.93,0
11.0,94.07,0
11.0,564.83,0
11.0,462.48,0
11.0,103.27,0
11.0,63.37,0
11.0,68.97,0
11.0,319.99,0
11.0,700.00,0
11.0,63.25,0
11.0,44.93,0
11.0,66.94,0
11.0,4.50,0
11.0,21.14,0
11.0,34.65,0
11.0,690.64,0
11.0,41.50,0
11.0,8.62,0
11.0,7.79,0
11.0,65.11,0
11.0,72.99,0
11.0,29.99,0
11.0,583.32,0
11.0,24.09,0
11.0,118.80,0
11.0,40.74,0
11.0,1157.32,0
11.0,20.70,0
11.0,204.27,1
11.0,434.47,0
11.0,109.20,0
11.0,18.92,0
11.0,58.50,0
11.0,363.00,0
11.0,853.71,0
11.0,325.85,0
11.0,29.80,0
11.0,225.09,0
11.0,17.15,0
11.0,11.66,0
11.0,8.95,0
11.0,67.01,0
11.0,78.32,0
11.0,52.49,0
11.0,69.67,0
11.0,21.15,0
11.0,4.37,0
11.0,305.35,0
11.0,29.75,0
11.0,380.10,0
11.0,2.35,0
11.0,139.95,0
11.0,38.03,0
11.0,50.11,0
11.0,53.89,0
11.0,76.00,0
11.0,595.00,0
11.0,69.99,0
11.0,45.82,0
11.0,157.86,0
11.0,64.95,0
11.0,105.70,0
11.0,89.50,0
11.0,497.32,0
11.0,19.04,0
11.0,25.94,0
11.0,407.60,0
11.0,119.38,0
11.0,30.32,0
11.0,15.05,0
11.0,31.07,0
11.0,36.10,0
11.0,850.00,0
11.0,1186.48,0
11.0,116.95,0
11.0,2.70,0
11.0,3.61,0
11.0,179.70,0
11.0,142.22,0
11.0,27.92,0
11.0,22.08,0
11.0,42.17,0
11.0,109.12,0
11.0,59.33,0
11.0,141.24,0
11.0,25.40,0
11.0,25.93,0
11.0,137.66,0
11.0,76.07,0
11.0,75.94,0
11.0,9.45,0
11.0,159.89,0
11.0,294.90,0
11.0,270.00,0
11.0,340.53,0
11.0,1536.20,0
11.0,75.65,0
11.0,2.88,0
11.0,90.45,0
11.0,227.95,0
11.0,890.00,0
11.0,68.95,0
11.0,13.07,0
11.0,342.52,0
11.0,238.62,0
11.0,18.90,0
11.0,4.48,0
11.0,209.03,0
11.0,368.43,0
11.0,99.89,0
11.0,25.57,0
11.0,43.22,0
11.0,18.80,0
11.0,22.99,0
11.0,53.70,0
11.0,82.44,0
11.0,4.54,0
11.0,10.11,0
11.0,175.98,0
11.0,584.00,0
11.0,7.10,0
11.0,44.67,0
11.0,234.00,0
11.0,328.90,0
11.0,171.95,0
11.0,228.00,0
11.0,1054.75,0
11.0,301.30,0
11.0,935.95,0
11.0,5.95,0
11.0,24.75,0
11.0,52.45,0
11.0,4.28,0
11.0,228.04,0
11.0,181.50,0
11.0,325.50,0
11.0,211.66,0
11.0,30.46,0
11.0,204.64,0
11.0,91.60,0
11.0,53.16,0
11.0,17.42,0
11.0,402.03,0
11.0,149.06,0
11.0,129.00,0
11.0,119.89,0
11.0,6669.00,0
11.0,87.11,0
11.0,88.61,0
11.0,86.00,0
11.0,59.14,0
11.0,69.18,0
11.0,431.43,0
11.0,70.80,0
11.0,282.00,0
11.0,135.55,0
11.0,130.30,0
11.0,236.82,0
11.0,52.41,0
11.0,40.85,0
11.0,59.20,0
11.0,290.00,0
11.0,8.66,0
11.0,1.52,0
11.0,81.50,0
11.0,140.70,0
11.0,382.84,0
11.0,18.95,0
11.0,80.16,0
11.0,172.00,0
11.0,552.89,0
11.0,59.70,0
11.0,179.28,0
11.0,24.94,0
11.0,139.90,0
11.0,281.64,0
11.0,79.96,0
11.0,34.87,0
11.0,468.66,0
11.0,101.65,0
11.0,3465.66,0
11.0,44.60,0
11.0,699.35,0
11.0,262.31,0
11.0,88.23,1
11.0,98.89,0
11.0,5.05,0
11.0,188.08,0
11.0,41.06,0
11.0,9.82,0
11.0,266.89,0
11.0,31.98,0
11.0,87.23,0
11.0,28.05,0
11.0,27.50,0
11.0,105.85,0
11.0,72.78,0
11.0,598.52,0
11.0,140.29,0
11.0,7.58,0
11.0,172.50,0
11.0,1.61,0
11.0,134.10,0
11.0,248.41,0
11.0,357.20,0
11.0,260.73,0
11.0,12.65,0
11.0,15.23,0
11.0,59.84,0
11.0,9.51,0
11.0,3.06,0
11.0,930.05,0
11.0,2.39,0
11.0,52.00,0
11.0,59.13,0
11.0,113.75,0
11.0,46.90,0
11.0,211.48,0
11.0,26.90,0
11.0,14.07,0
11.0,935.52,0
11.0,0.64,0
11.0,967.99,0
11.0,103.81,0
11.0,67.90,0
11.0,71.30,0
11.0,27.98,0
11.0,89.80,0
11.0,534.95,0
11.0,3821.79,0
11.0,50.24,0
11.0,91.06,0
11.0,132.30,0
11.0,19.36,0
11.0,136.68,0
11.0,137.95,0
11.0,48.13,0
11.0,98.90,0
11.0,19.05,0
11.0,382.00,0
11.0,60.50,0
11.0,53.95,0
11.0,125.00,0
11.0,47.32,0
11.0,136.45,0
11.0,84.45,0
11.0,52.52,0
11.0,61.96,0
11.0,98.50,0
11.0,69.37,0
11.0,97.59,0
11.0,1.20,0
11.0,74.02,0
11.0,2.36,0
11.0,4.90,0
11.0,53.73,0
11.0,135.77,0
11.0,3.76,0
11.0,59.95,0
11.0,11.84,0
11.0,196.99,0
11.0,216.87,0
11.0,222.32,0
11.0,9.60,0
11.0,525.77,0
11.0,29.67,0
11.0,277.38,0
11.0,40.82,0
11.0,208.60,0
11.0,15.15,0
11.0,258.51,0
11.0,2.76,0
11.0,88.60,0
11.0,12.49,0
11.0,45.55,0
11.0,806.51,0
11.0,125.76,0
11.0,17.16,0
11.0,305.00,0
11.0,3.75,0
11.0,31.61,0
11.0,8.10,0
11.0,77.83,0
11.0,7.83,0
11.0,236.60,0
11.0,202.34,0
11.0,21.33,0
11.0,2.69,0
11.0,140.76,0
11.0,18.35,0
11.0,10.48,0
11.0,31.97,0
11.0,29.41,0
11.0,8.47,0
11.0,146.30,0
11.0,56.88,0
11.0,15.92,0
11.0,3.15,0
11.0,21.27,0
11.0,7.27,0
11.0,74.90,0
11.0,0.70,0
11.0,242.50,0
11.0,639.00,0
11.0,203.60,0
11.0,31.47,0
11.0,11.42,0
11.0,1.51,0
11.0,36.49,0
11.0,483.98,0
11.0,47.70,0
11.0,111.60,0
11.0,106.94,0
11.0,12.71,0
11.0,463.81,0
11.0,10.30,0
11.0,506.59,0
11.0,499.00,0
11.0,18.09,0
11.0,6.89,0
11.0,61.60,0
11.0,76.23,0
11.0,45.60,0
11.0,92.29,0
11.0,5.00,0
11.0,2.44,0
11.0,39.80,0
11.0,66.77,0
11.0,168.00,0
11.0,144.00,0
11.0,12.54,0
11.0,148.75,0
11.0,43.87,0
11.0,145.00,0
11.0,161.00,0
11.0,44.16,0
11.0,60.91,0
11.0,58.98,0
11.0,104.89,0
11.0,89.82,0
11.0,345.10,0
11.0,89.98,0
11.0,2.84,0
11.0,10.43,0
11.0,105.21,0
11.0,19.69,0
11.0,78.59,0
11.0,121.00,0
11.0,14.31,0
11.0,2809.94,0
11.0,803.41,0
11.0,55.94,0
11.0,17.68,0
11.0,5.37,0
11.0,10.27,0
11.0,72.00,0
11.0,168.50,0
11.0,66.92,0
11.0,210.00,0
11.0,39.91,0
11.0,478.06,0
11.0,39.22,0
11.0,7.75,0
11.0,6.45,0
11.0,302.09,0
11.0,114.99,0
11.0,70.03,0
11.0,334.92,0
11.0,115.18,0
11.0,7.42,0
11.0,35.04,0
11.0,11.00,0
11.0,53.39,0
11.0,221.98,0
11.0,163.82,0
11.0,112.85,0
11.0,956.63,0
11.0,26.82,0
11.0,149.92,0
11.0,105.46,0
11.0,77.20,0
11.0,61.56,0
11.0,4.81,0
11.0,26.93,0
11.0,215.98,0
11.0,3.00,0
11.0,106.55,1
11.0,8.98,0
11.0,4.60,0
11.0,250.72,0
11.0,209.70,0
11.0,5.72,0
11.0,39.95,0
11.0,247.00,0
11.0,298.00,0
11.0,159.98,0
11.0,174.05,0
11.0,276.34,0
11.0,36.80,0
11.0,36.99,0
11.0,147.00,0
11.0,999.04,0
11.0,198.37,0
11.0,349.00,0
11.0,7.50,0
11.0,6.03,0
11.0,95.54,0
11.0,51.90,0
11.0,90.50,0
11.0,162.85,0
11.0,11.25,0
11.0,50.78,0
11.0,53.79,0
11.0,31.25,0
11.0,19.91,0
11.0,49.90,0
11.0,3.58,0
11.0,7.56,0
11.0,2.77,0
11.0,216.34,0
11.0,2.00,0
11.0,12.93,0
11.0,58.63,0
11.0,32.46,0
11.0,141.75,0
11.0,350.01,0
11.0,69.00,0
11.0,6.75,0
11.0,329.00,0
11.0,383.50,0
11.0,147.44,0
11.0,4.80,0
11.0,258.76,0
11.0,35.60,0
11.0,74.38,0
11.0,63.22,0
11.0,80.50,0
11.0,306.95,0
11.0,1771.40,0
11.0,30.20,0
11.0,8.97,0
11.0,30.91,0
11.0,0.55,0
11.0,3.01,0
11.0,88.27,0
11.0,74.99,0
11.0,68.75,0
11.0,64.62,0
11.0,84.64,0
11.0,456.97,0
11.0,129.90,0
11.0,36.94,0
11.0,30.86,0
11.0,19.64,0
11.0,170.57,0
11.0,30.17,0
11.0,30.06,0
11.0,216.44,0
11.0,94.05,0
11.0,112.52,0
11.0,52.90,0
11.0,444.42,0
11.0,213.66,0
11.0,57.70,0
11.0,60.85,0
11.0,214.59,0
11.0,263.72,0
11.0,59.25,0
11.0,25.62,0
11.0,134.99,0
11.0,201.50,0
11.0,288.08,0
11.0,251.99,0
11.0,4.14,0
11.0,292.01,0
11.0,24.47,0
11.0,15.65,0
11.0,149.38,0
11.0,2849.94,0
11.0,790.02,0
11.0,80.10,0
11.0,19.00,0
11.0,183.70,0
11.0,1.89,0
11.0,8.82,0
11.0,354.05,0
11.0,36.98,0
11.0,36.42,0
11.0,8.02,0
11.0,1442.69,0
11.0,573.08,0
11.0,3.59,0
11.0,41.75,0
11.0,142.93,0
11.0,46.75,0
11.0,30.98,0
11.0,44.22,0
11.0,85.66,0
11.0,125.04,0
11.0,195.24,0
11.0,40.80,0
11.0,54.46,0
11.0,4.74,0
11.0,116.24,0
11.0,14.88,0
11.0,139.38,0
11.0,107.10,0
11.0,20.00,0
11.0,50.90,0
11.0,17.98,0
11.0,179.41,0
11.0,411.10,0
11.0,10.88,0
11.0,22.06,0
11.0,1086.36,0
11.0,1318.24,0
11.0,23.69,0
11.0,147.45,0
11.0,7.47,0
11.0,259.55,0
11.0,42.76,0
11.0,217.32,0
11.0,280.15,0
11.0,28.30,0
11.0,260.00,0
11.0,81.18,0
11.0,42.79,0
11.0,88.72,0
11.0,106.73,0
11.0,26.67,0
11.0,159.90,0
11.0,151.95,0
11.0,84.49,0
11.0,138.74,0
11.0,70.99,0
11.0,184.28,0
11.0,17.95,0
11.0,164.64,0
11.0,1899.17,0
11.0,59.93,0
11.0,114.53,0
11.0,0.95,0
11.0,291.35,0
11.0,237.95,0
11.0,34.21,0
11.0,3.92,0
11.0,556.00,0
11.0,3000.00,0
11.0,179.94,0
11.0,209.33,0
11.0,37.98,0
11.0,62.02,0
11.0,278.87,0
11.0,15.81,0
11.0,630.66,0
11.0,1553.14,0
11.0,34.35,0
11.0,5.51,0
11.0,132.63,0
11.0,560.09,0
11.0,161.56,0
11.0,187.64,0
11.0,73.00,0
11.0,180.09,0
11.0,486.55,0
11.0,97.08,0
11.0,106.07,0
11.0,83.02,0
11.0,1.64,0
11.0,152.40,0
11.0,23.05,0
11.0,191.76,0
11.0,91.68,0
11.0,59.88,0
11.0,64.13,0
11.0,93.23,0
11.0,38.43,0
11.0,283.50,0
11.0,370.87,0
11.0,29.97,0
11.0,49.40,0
11.0,4.53,0
11.0,23.49,0
11.0,1015.00,0
11.0,233.55,0
11.0,75.75,0
11.0,12.20,0
11.0,33.92,0
11.0,40.48,0
11.0,208.45,0
11.0,111.45,0
11.0,241.58,0
11.0,82.83,0
11.0,196.00,0
11.0,22.18,0
11.0,281.99,0
11.0,39.53,0
11.0,87.00,0
11.0,80.63,0
11.0,21.39,0
11.0,62.64,0
11.0,51.95,0
11.0,9.70,0
11.0,92.54,0
11.0,5.76,0
11.0,487.54,0
11.0,1.18,0
11.0,18.25,0
11.0,206.14,0
11.0,20.98,0
11.0,28.15,0
11.0,87.44,0
11.0,44.99,0
11.0,137.49,0
11.0,432.04,0
11.0,99.99,0
11.0,44.87,0
11.0,196.17,0
11.0,59.99,0
11.0,98.00,0
11.0,132.98,0
11.0,49.99,0
11.0,36.88,0
11.0,31.05,0
11.0,64.75,0
11.0,60.45,0
11.0,15.40,0
11.0,401.67,0
11.0,75.22,0
11.0,58.33,0
11.0,9.84,0
11.0,150.77,0
11.0,26.99,0
11.0,15.45,0
11.0,119.12,0
11.0,187.12,0
11.0,51.42,0
11.0,494.32,0
11.0,192.08,0
11.0,25.15,0
11.0,34.85,0
11.0,408.80,0
11.0,27.44,0
11.0,504.01,0
11.0,11.93,0
11.0,1086.50,0
11.0,1.49,0
11.0,77.75,0
11.0,675.49,0
11.0,34.90,0
11.0,39.71,0
11.0,511.22,0
11.0,35.50,0
11.0,13.89,0
11.0,480.19,0
11.0,414.99,0
11.0,70.98,0
11.0,6.25,0
11.0,18.51,0
11.0,20.35,0
11.0,27.20,0
11.0,1.46,0
11.0,150.43,0
11.0,54.23,0
11.0,56.02,0
11.0,39.82,0
11.0,72.80,0
11.0,169.87,0
11.0,55.37,0
11.0,510.00,0
11.0,23.04,0
11.0,214.24,0
11.0,10.56,0
11.0,23.99,0
11.0,90.92,0
11.0,341.39,0
11.0,319.00,0
11.0,9.98,0
11.0,90.61,0
11.0,45.00,0
11.0,166.90,0
11.0,2.92,0
11.0,13.52,0
11.0,23.74,0
11.0,83.71,0
11.0,9.49,0
11.0,1.65,0
11.0,7.07,0
11.0,20.16,0
11.0,43.38,0
11.0,41.47,0
11.0,653.25,0
11.0,59.48,0
11.0,103.19,0
11.0,72.50,0
11.0,23.63,0
11.0,9.92,0
11.0,36.20,0
11.0,65.73,0
11.0,20.39,0
11.0,23.53,0
11.0,297.53,0
11.0,7.84,0
11.0,179.89,0
11.0,26.85,0
11.0,246.50,0
11.0,46.31,0
11.0,36.06,0
11.0,132.60,0
11.0,49.82,0
11.0,45.50,0
11.0,1.48,0
11.0,157.80,0
11.0,64.60,0
11.0,734.92,0
11.0,18.40,0
11.0,36.29,0
11.0,47.61,0
11.0,92.00,0
11.0,97.74,0
11.0,823.66,0
11.0,103.55,0
11.0,160.00,0
11.0,198.22,0
11.0,375.00,0
11.0,173.85,0
11.0,59.27,0
11.0,63.95,0
11.0,187.00,0
11.0,11.38,1
11.0,23.32,0
11.0,87.45,0
11.0,62.98,0
11.0,992.90,0
11.0,593.49,0
11.0,3.32,0
11.0,13.41,0
11.0,143.14,0
11.0,281.15,0
11.0,15.18,0
11.0,3.04,0
11.0,78.50,0
11.0,131.10,0
11.0,23.92,0
11.0,51.12,0
11.0,378.00,0
11.0,27.73,0
11.0,311.00,0
11.0,105.77,0
11.0,268.15,0
11.0,166.59,0
11.0,9.83,0
11.0,3.60,0
11.0,63.97,0
11.0,446.00,0
11.0,8.15,0
11.0,225.00,0
11.0,44.75,0
11.0,157.29,0
11.0,36.87,0
11.0,12.85,0
11.0,12.27,0
11.0,88.99,0
11.0,60.01,0
11.0,70.71,0
11.0,16.36,0
11.0,105.75,0
11.0,26.44,0
11.0,168.37,0
11.0,298.18,0
11.0,94.17,0
11.0,64.00,0
11.0,104.45,0
11.0,104.99,0
11.0,450.00,0
11.0,82.62,0
11.0,189.60,0
11.0,62.40,0
11.0,38.49,0
11.0,95.07,0
11.0,5.41,0
11.0,113.93,0
11.0,39.85,0
11.0,66.82,0
11.0,379.49,0
11.0,11.01,0
11.0,67.31,0
11.0,42.30,0
11.0,2.97,0
11.0,70.97,0
11.0,299.96,0
11.0,16.16,0
11.0,64.99,0
11.0,8.81,0
11.0,196.31,0
11.0,218.95,0
11.0,17.60,0
11.0,122.95,0
11.0,87.53,0
11.0,629.26,0
11.0,53.65,0
11.0,114.67,0
11.0,2.51,0
11.0,71.00,0
11.0,11.62,0
11.0,15.17,0
11.0,2.58,0
11.0,133.10,0
11.0,255.79,0
11.0,30.72,0
11.0,132.71,0
11.0,105.05,0
11.0,193.91,0
11.0,75.24,0
11.0,34.79,0
11.0,38.76,0
11.0,17.81,0
11.0,351.00,0
11.0,54.26,0
11.0,42.32,0
11.0,285.75,0
11.0,172.28,0
11.0,57.96,0
11.0,511.11,0
11.0,157.04,0
11.0,140.00,0
11.0,23.90,0
11.0,1.06,0
11.0,33.79,0
11.0,769.22,0
11.0,152.88,0
11.0,1088.91,0
11.0,177.93,0
11.0,28.88,0
11.0,99.26,0
11.0,28.70,0
11.0,111.18,0
11.0,172.24,0
11.0,1015.20,0
11.0,61.18,0
11.0,33.77,0
11.0,21.95,0
11.0,45.80,0
11.0,49.80,0
11.0,183.28,0
11.0,270.07,0
11.0,4.44,0
11.0,0.85,0
11.0,293.25,0
11.0,34.37,0
11.0,7.30,0
11.0,40.96,0
11.0,11.41,0
11.0,127.85,0
11.0,253.70,0
11.0,178.48,0
11.0,450.18,0
11.0,14.32,0
11.0,79.15,0
11.0,25.90,0
11.0,98.79,0
11.0,427.49,0
11.0,33.05,0
11.0,1414.88,0
11.0,99.00,0
11.0,277.65,0
11.0,68.54,0
11.0,2.24,0
11.0,66.90,0
11.0,26.70,0
11.0,105.68,0
11.0,191.19,0
11.0,42.00,0
11.0,3.12,0
11.0,36.08,0
11.0,56.57,0
11.0,628.96,0
11.0,10.46,0
11.0,428.54,0
11.0,8.99,0
11.0,198.00,0
11.0,264.99,0
11.0,450.66,0
11.0,5114.10,0
11.0,30.44,0
11.0,600.00,0
11.0,185.84,0
11.0,912.79,0
11.0,170.48,0
11.0,183.00,0
11.0,17.40,0
11.0,13.53,0
11.0,8.42,0
11.0,90.21,0
11.0,10.50,0
11.0,27.80,0
11.0,242.00,0
11.0,1988.00,0
11.0,748.30,0
11.0,269.76,0
11.0,15.37,0
11.0,12.36,0
11.0,159.23,0
11.0,8.90,0
11.0,17.09,0
11.0,3820.00,0
11.0,52.56,0
11.0,151.70,0
11.0,57.01,0
11.0,235.25,0
11.0,48.46,0
11.0,15.27,0
11.0,671.83,0
11.0,34.50,0
11.0,513.75,0
11.0,95.00,0
11.0,308.00,0
11.0,22.85,0
11.0,248.81,0
11.0,89.99,0
11.0,147.10,0
11.0,70.00,0
11.0,265.90,0
11.0,378.23,0
11.0,87.54,0
11.0,114.80,0
11.0,121.71,0
11.0,30.71,0
11.0,104.94,0
11.0,142.98,0
11.0,82.00,0
11.0,1201.83,0
11.0,331.99,0
11.0,74.16,0
11.0,12.99,0
11.0,261.00,0
11.0,125.29,0
11.0,30.66,0
11.0,90.00,0
11.0,4.49,0
11.0,71.24,0
11.0,58.75,0
11.0,100.76,0
11.0,7.15,0
11.0,321.00,0
11.0,156.09,0
11.0,312.31,0
11.0,145.50,0
11.0,60.31,0
11.0,125.90,0
11.0,174.12,0
11.0,129.95,0
11.0,43.84,0
11.0,6.53,0
11.0,99.90,0
11.0,113.47,0
11.0,39.00,0
11.0,337.03,0
11.0,55.72,0
11.0,153.00,0
11.0,29.90,0
11.0,631.86,0
11.0,81.05,0
11.0,37.05,0
11.0,62.77,0
11.0,0.90,0
11.0,1608.84,0
11.0,84.57,0
11.0,85.97,0
11.0,355.73,0
11.0,1196.00,0
11.0,4.19,0
11.0,55.60,0
11.0,357.26,0
11.0,5.83,0
11.0,422.30,0
11.0,802.52,1
11.0,73.35,0
11.0,19.90,0
11.0,24.68,0
11.0,204.90,0
11.0,105.00,0
11.0,181.00,0
11.0,40.94,0
11.0,24.30,0
11.0,23.39,0
11.0,5.98,0
11.0,320.00,0
11.0,1159.67,0
11.0,177.00,0
11.0,18.22,0
11.0,28.64,0
11.0,60.97,0
11.0,1169.40,0
11.0,48.93,0
11.0,21.98,0
11.0,14.79,0
11.0,290.40,0
11.0,1310.64,0
11.0,44.50,0
11.0,0.92,0
11.0,100.92,0
11.0,63.00,0
11.0,2928.58,0
11.0,17.82,0
11.0,78.92,0
11.0,149.95,0
11.0,24.25,0
11.0,52.65,0
11.0,159.48,0
11.0,39.96,0
11.0,8.63,0
11.0,14.50,0
11.0,520.60,0
11.0,74.00,0
11.0,7.52,0
11.0,1.99,0
11.0,154.37,0
11.0,174.07,0
11.0,239.69,0
11.0,6.22,0
11.0,13.20,0
11.0,3.83,0
11.0,3.57,0
11.0,42.95,0
11.0,49.49,0
11.0,13.61,0
11.0,12.60,0
11.0,52.82,0
11.0,1182.91,0
11.0,49.96,0
11.0,258.99,0
11.0,42.99,0
11.0,66.33,0
11.0,42.90,0
11.0,24.33,0
11.0,63.46,0
11.0,21.16,0
11.0,88.97,0
11.0,49.98,0
11.0,39.99,0
11.0,17.01,0
11.0,96.00,0
11.0,173.82,0
11.0,46.01,0
11.0,7.71,0
11.0,7.19,0
11.0,37.57,0
11.0,1793.83,0
11.0,46.05,0
11.0,27.39,0
11.0,130.00,0
11.0,3425.00,0
11.0,327.39,0
11.0,49.85,0
11.0,54.43,0
11.0,57.86,0
11.0,93.80,0
11.0,130.54,0
11.0,1468.00,0
11.0,109.31,0
11.0,21.68,0
11.0,1023.22,0
11.0,10.62,0
11.0,1499.00,0
11.0,67.55,0
11.0,33.22,0
11.0,276.35,0
11.0,99.98,0
11.0,48.94,0
11.0,70.65,0
11.0,42.56,0
11.0,7.34,0
11.0,73.10,0
11.0,128.33,0
11.0,212.34,0
11.0,54.90,0
11.0,24.05,0
11.0,131.70,0
11.0,114.90,0
11.0,50.51,0
11.0,5.01,0
11.0,11.98,0
11.0,16.72,0
11.0,300.00,0
11.0,54.21,0
11.0,142.74,0
11.0,239.00,0
11.0,68.45,0
11.0,13.35,0
11.0,177.46,0
11.0,12.88,0
11.0,1195.54,0
11.0,9.68,0
11.0,16.98,0
11.0,348.75,0
11.0,179.23,0
11.0,135.10,0
11.0,6.61,0
11.0,20.89,0
11.0,218.24,0
11.0,239.14,0
11.0,41.26,0
11.0,22.09,0
11.0,1280.00,0
11.0,84.95,0
11.0,242.60,0
11.0,29.44,0
11.0,45.90,0
11.0,189.59,0
11.0,45.19,0
11.0,126.69,0
11.0,101.40,0
11.0,257.11,0
11.0,495.80,0
11.0,35.69,0
11.0,5.07,0
11.0,529.00,0
11.0,73.96,0
11.0,124.37,0
11.0,163.65,0
11.0,219.94,0
11.0,73.75,0
11.0,3.10,0
11.0,1.38,0
11.0,43.50,0
11.0,1.77,0
11.0,84.85,0
11.0,222.86,0
11.0,17.00,0
11.0,384.32,0
11.0,22.37,0
11.0,100.47,0
11.0,57.20,0
11.0,72.35,0
11.0,2.85,0
11.0,270.24,0
11.0,11.34,0
11.0,120.00,0
11.0,22.30,0
11.0,10.95,0
11.0,34.30,0
11.0,181.88,0
11.0,772.19,0
11.0,23.31,0
11.0,221.00,0
11.0,3.85,0
11.0,775.65,0
11.0,15.99,0
11.0,189.52,0
11.0,15.11,0
11.0,31.46,0
11.0,37.45,0
11.0,25.95,0
11.0,202.58,0
11.0,16.64,0
11.0,190.00,0
11.0,0.76,1
11.0,17.80,0
11.0,38.23,0
11.0,186.88,0
11.0,15.98,0
11.0,2.15,0
11.0,58.92,0
11.0,59.65,0
11.0,68.16,0
11.0,0.22,0
11.0,8.36,0
11.0,615.22,0
11.0,79.54,0
11.0,13.28,0
11.0,217.36,0
11.0,520.00,0
11.0,101.75,0
11.0,28.62,0
11.0,222.17,0
11.0,10.07,0
11.0,39.15,0
11.0,24.98,0
11.0,16.75,0
11.0,2.90,0
11.0,20.50,0
11.0,214.00,0
11.0,17.02,0
11.0,6.00,0
11.0,87.90,0
11.0,66.45,0
11.0,165.00,0
11.0,179.00,0
11.0,1900.35,0
11.0,5.49,0
11.0,195.54,0
11.0,19.70,0
11.0,1.00,1
11.0,111.15,0
11.0,199.04,0
11.0,284.00,0
11.0,425.01,0
11.0,20.94,0
11.0,376.00,0
11.0,40.28,0
